"trial_RT","trial_blockType","trial_response","trial_limbside","trial_randSOA","trial_correct","trial_int","trial_actualIntensity","trial_crossed_legs","trial_crossed_hand","trial_handpos",
0.62724,1,1,1,1.5393,0,1,0.23775,1,1,3,
0.1741,1,1,1,1.3738,0,2,0.72324,1,1,3,
0.5307,1,2,1,1.7067,1,2,0.72185,1,1,3,
0.49267,1,1,2,1.9474,1,1,0.21137,1,1,3,
0.50311,1,2,2,1.3823,0,2,0.62661,1,1,3,
0.49568,1,2,1,1.6929,1,2,0.71656,1,1,3,
0.636,1,2,1,1.6021,1,2,0.68167,1,1,3,
0.49847,1,1,2,1.7753,1,2,0.65262,1,1,3,
0.86924,1,2,1,1.5918,1,2,0.72434,1,1,3,
0.6536,1,2,1,1.3762,1,1,0.24371,1,1,3,
0.97115,1,1,2,1.8506,1,2,0.62319,1,1,3,
1.3359,1,1,2,1.2257,1,1,0.22454,1,1,3,
0.52395,1,2,1,1.797,1,1,0.23088,1,1,3,
0.44504,1,2,1,1.9969,1,1,0.24243,1,1,3,
1.0774,1,1,2,1.2813,1,1,0.22192,1,1,3,
0.41762,1,2,1,1.7104,1,2,0.74245,1,1,3,
0.55431,1,2,1,1.6646,1,1,0.2279,1,1,3,
0.61743,1,2,1,1.4148,1,2,0.74952,1,1,3,
0.40628,1,2,1,1.4983,1,1,0.23667,1,1,3,
0.45674,1,1,2,1.9491,1,1,0.21666,1,1,3,
0.80285,1,1,2,1.9532,1,1,0.21481,1,1,3,
0.099328,1,1,1,1.7329,0,1,0.24138,1,1,3,
0.71849,1,1,2,1.3847,1,2,0.64222,1,1,3,
0.94573,1,1,2,1.0401,1,1,0.21582,1,1,3,
0.89115,1,1,2,1.5829,1,2,0.6462,1,1,3,
0.45017,1,2,1,1.5647,1,2,0.7304,1,1,3,
0.51639,1,2,1,1.3552,1,2,0.73328,1,1,3,
0.3961,1,1,2,1.8802,1,1,0.23195,1,1,3,
0.40222,1,2,1,1.6245,1,1,0.25243,1,1,3,
0.54273,1,2,1,1.624,1,2,0.70724,1,1,3,
0.79341,1,1,2,1.2957,1,1,0.21156,1,1,3,
0.5068,1,1,2,1.0747,1,2,0.69007,1,1,3,
0.44817,1,2,1,1.2937,1,2,0.70223,1,1,3,
0.58789,1,1,2,1.2347,1,1,0.22046,1,1,3,
0.49822,1,1,2,1.3459,1,1,0.23002,1,1,3,
0.37936,1,2,1,1.8485,1,2,0.68636,1,1,3,
0.93114,1,2,1,1.1604,1,1,0.23324,1,1,3,
0.50692,1,2,1,1.1579,1,1,0.23784,1,1,3,
0.52863,1,1,2,1.5087,1,2,0.66343,1,1,3,
0.49228,1,2,1,1.6033,1,2,0.7534,1,1,3,
0.38709,1,1,2,1.1614,1,1,0.21218,1,1,3,
0.39957,1,1,2,1.6355,1,2,0.69385,1,1,3,
0.80157,1,2,1,1.8439,1,1,0.23803,1,1,3,
0.47961,1,2,1,1.7823,1,2,0.74351,1,1,3,
0.48124,1,2,1,1.2646,1,1,0.24054,1,1,3,
0.67524,1,2,1,1.3147,1,1,0.23523,1,1,3,
0.4641,1,1,2,1.1832,1,2,0.65237,1,1,3,
0.42176,1,1,2,1.4475,1,1,0.22474,1,1,3,
0.094019,1,1,1,1.3267,0,2,0.75485,1,1,3,

